FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LC_LA,LC_LO,RDNMADR_NM,LNM_ADDR,FCLTY_INFO_DC,LAST_UPDT_DE
강북동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.62883597,127.039874,서울특별시 강북구 오현로 194,서울특별시 강북구 번동 309,일반동물병원,20221130
강북동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.59619427,127.035199,서울특별시 성북구 종암로 65,서울특별시 성북구 종암동 19-1,일반동물병원,20221130
강북문화예술회관,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.64098979,127.013878,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,문예회관,20221130
강북우리동물의료센터,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.65685969,127.040005,서울특별시 도봉구 도봉로 586,서울특별시 도봉구 창동 731-72,일반동물병원,20221130
강빛약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.57177069,127.173328,서울특별시 강동구 아리수로93나길 26,서울특별시 강동구 강일동 76-11,동물약국,20221130
강사모펫,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.59503781,127.079425,서울특별시 중랑구 망우로 241,서울특별시 중랑구 중화동 207-6,강아지용품,20221130
강서 한강공원,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.58604147,126.817145,서울특별시 강서구 양천로27길 279-23,서울특별시 강서구 방화동 47,공원,20221130
강서구민회관,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55343642,126.843649,서울특별시 강서구 우장산로 66,서울특별시 강서구 내발산동 산 19-1,문예회관,20221130
강서동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,37.53222689,126.839529,서울특별시 강서구 곰달래로15길 46,서울특별시 강서구 화곡동 421-23,일반동물병원,20221130
강서보건약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.56729251,126.823835,서울특별시 강서구 양천로30길 123-28,서울특별시 강서구 마곡동 737,동물약국,20221130
강서약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.53703475,126.863259,서울특별시 강서구 등촌로 79,서울특별시 강서구 등촌동 565-6,동물약국,20221130
강서종로약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.54868676,126.836035,서울특별시 강서구 강서로 257,서울특별시 강서구 내발산동 723-4,동물약국,20221130
강서천사약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55811857,126.837465,서울특별시 강서구 공항대로36길 9,서울특별시 강서구 내발산동 644-1,동물약국,20221130
강서튼튼약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55900042,126.823921,서울특별시 강서구 마곡서로 56,서울특별시 강서구 마곡동 798-4,동물약국,20221130
강서홈약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55846996,126.854819,서울특별시 강서구 화곡로 398,서울특별시 강서구 등촌동 639-11,동물약국,20221130
강서YD동물의료센터,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55695579,126.852242,서울특별시 강서구 화곡로 371,서울특별시 강서구 등촌동 658-4,일반동물병원,20221130
강아지고양이편의점 개봉점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.48717436,126.856111,서울특별시 구로구 개봉로 17,서울특별시 구로구 개봉동 403-203,강아지용품,20221130
강아지고양이편의점 고척점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.49677361,126.862248,서울특별시 구로구 경인로 377-1,서울특별시 구로구 고척동 72-102,강아지용품,20221130
강아지고양이편의점 남가좌점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.57014126,126.916848,서울특별시 서대문구 모래내로13길 9-28,서울특별시 서대문구 남가좌동 150-4,강아지용품,20221130
강아지고양이편의점 답십리점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.57247392,127.050972,서울특별시 동대문구 사가정로 33,서울특별시 동대문구 답십리동 467-45,강아지용품,20221130
강아지고양이편의점 망원점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55312639,126.906147,서울특별시 마포구 포은로 65,서울특별시 마포구 망원동 394-87,강아지용품,20221130
강아지고양이편의점 망원한강점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55596637,126.897013,서울특별시 마포구 망원로 1-4,서울특별시 마포구 망원동 453-44,강아지용품,20221130
강아지고양이편의점 목동점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.53781654,126.872598,서울특별시 양천구 목동중앙로 97,서울특별시 양천구 목동 752-10,강아지용품,20221130
강아지고양이편의점 삼전점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.50287551,127.088889,서울특별시 송파구 삼전로6길 15,서울특별시 송파구 삼전동 30-13,강아지용품,20221130
강아지고양이편의점 상계점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.66144053,127.059125,서울특별시 노원구 노원로 540,서울특별시 노원구 상계동 670-2,강아지용품,20221130
강아지고양이편의점 신정점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.5204176,126.851341,서울특별시 양천구 중앙로43길 14,서울특별시 양천구 신정동 1326,강아지용품,20221130
강아지고양이편의점 쌍문점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.65873925,127.02806,서울특별시 도봉구 시루봉로 88,서울특별시 도봉구 쌍문동 248-2,강아지용품,20221130
강아지고양이편의점 연남점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.56215623,126.926723,서울특별시 마포구 동교로46길 40,서울특별시 마포구 연남동 227-8,강아지용품,20221130
강아지고양이편의점 중곡점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55487976,127.087723,서울특별시 광진구 용마산로1길 14,서울특별시 광진구 중곡동 117-23,"강아지용품, 24시간, 무인",20221130
강아지고양이편의점 중랑천점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.5631482,127.080389,서울특별시 광진구 긴고랑로 35,서울특별시 광진구 중곡동 241-24,강아지용품,20221130
강아지고양이편의점 한성대점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.58809742,127.008277,서울특별시 성북구 동소문로6길 20-5,서울특별시 성북구 동소문동2가 144,강아지용품,20221130
강아지고양이편의점 회기점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.5897787,127.055888,서울특별시 동대문구 이문로 26,서울특별시 동대문구 휘경동 328-1,강아지용품,20221130
강아지군대가는날,반려동물업,반려의료,동물병원,서울특별시,양천구,37.50408665,126.846696,서울특별시 구로구 고척로27길 48,서울특별시 구로구 개봉동 118-6,강아지미용,20221130
강아지놀이터,반려동물업,반려의료,동물병원,서울특별시,양천구,37.53934262,127.093196,서울특별시 광진구 아차산로 458,서울특별시 광진구 구의동 218-1,강아지미용,20221130
강아지대통령,반려동물업,반려의료,동물병원,서울특별시,양천구,37.51240531,127.054132,서울특별시 강남구 삼성로 570,서울특별시 강남구 삼성동 145-9,강아지용품,20221130
강아지대학로,반려동물업,반려의료,동물병원,서울특별시,양천구,37.58009773,127.003684,서울특별시 종로구 대학로12길 92,서울특별시 종로구 동숭동 1-139,애견카페,20221130
강아지랑 애견용품할인매장,반려동물업,반려의료,동물병원,서울특별시,양천구,37.47935868,126.89187,서울특별시 구로구 남부순환로105길 14,서울특별시 구로구 가리봉동 135-68,강아지용품,20221130
강아지미용실502,반려동물업,반려의료,동물병원,서울특별시,양천구,37.59420281,127.101065,서울특별시 중랑구 용마공원로 16,서울특별시 중랑구 망우동 408-2,강아지미용,20221130
강아지미용실왕왕,반려동물업,반려의료,동물병원,서울특별시,양천구,37.54891874,126.949292,서울특별시 마포구 마포대로11길 92,서울특별시 마포구 염리동 27-110,강아지용품,20221130
강아지분양 미니몽 은평점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.61566482,126.924446,서울특별시 은평구 통일로 803,서울특별시 은평구 대조동 188-2,강아지분양,20221130
강아지세상,반려동물업,반려의료,동물병원,서울특별시,양천구,37.65737486,127.028192,서울특별시 도봉구 해등로 255,서울특별시 도봉구 쌍문동 256,강아지미용,20221130
강아지식탁 낙성대점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.4753303,126.965853,서울특별시 관악구 인헌2길 19,서울특별시 관악구 봉천동 1637-2,강아지용품,20221130
강아지아이돌,반려동물업,반려의료,동물병원,서울특별시,양천구,37.49754372,127.052643,서울특별시 강남구 선릉로 312,서울특별시 강남구 대치동 936,강아지용품,20221130
강아지앤고양이,반려동물업,반려의료,동물병원,서울특별시,양천구,37.55410692,126.837751,서울특별시 강서구 우장산로2길 15,서울특별시 강서구 내발산동 670-51,강아지분양,20221130
강아지와고양이나라 불광점,반려동물업,반려의료,동물병원,서울특별시,양천구,37.61523052,126.925968,서울특별시 은평구 통일로 790,서울특별시 은평구 불광동 286-19,강아지용품,20221130
강아지정류장,반려동물업,반려의료,동물병원,서울특별시,양천구,37.54992339,126.874825,서울특별시 강서구 양천로 709,서울특별시 강서구 염창동 250-8,애견카페,20221130
강아지집,반려동물업,반려의료,동물병원,서울특별시,양천구,37.51429641,127.04943,서울특별시 강남구 봉은사로71길 32,서울특별시 강남구 삼성동 25-32,강아지미용,20221130
강앤정 동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,37.57442036,126.917897,서울특별시 서대문구 가재울미래로 2,서울특별시 서대문구 남가좌동 385,일반동물병원,20221130
강약국,반려동물업,반려의료,동물병원,서울특별시,양천구,37.50706767,126.96233,서울특별시 동작구 서달로 158,서울특별시 동작구 흑석동 97-2,동물약국,20221130
